条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.286,31,28,8,0,0,0,0,0,2,1,0,0.333
1-0より,.214,16,14,3,1,0,0,0,0,0,2,0,0.214
2-0より,.167,6,6,1,0,1,0,0,0,0,0,0,0.167
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.273,22,22,6,1,0,0,0,0,0,0,0,0.273
1-1より,.294,19,17,5,0,0,0,0,0,1,1,0,0.333
2-1より,.250,8,8,2,1,0,0,0,0,0,0,0,0.25
3-1より,.000,7,2,0,0,0,0,0,5,0,0,0,0.714
0-2より,.000,8,8,0,0,0,0,5,0,0,0,0,0.0
1-2より,.100,20,20,2,0,0,0,14,0,0,0,0,0.1
2-2より,.000,23,22,0,0,0,0,4,0,1,0,0,0.043
3-2より,.231,24,13,3,1,0,0,1,11,0,0,0,0.583
