条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.333,14,12,4,1,0,0,0,1,0,1,0,0.385
1-0より,.538,13,13,7,3,0,0,0,0,0,0,0,0.538
2-0より,.500,3,2,1,1,0,0,0,0,0,0,1,0.333
3-0より,-,2,0,0,0,0,0,0,2,0,0,0,1.0
0-1より,.300,10,10,3,1,0,0,0,0,0,0,0,0.3
1-1より,.375,16,16,6,1,0,1,0,0,0,0,0,0.375
2-1より,.286,7,7,2,0,0,1,0,0,0,0,0,0.286
3-1より,.000,5,1,0,0,0,0,0,4,0,0,0,0.8
0-2より,.111,18,18,2,0,0,0,7,0,0,0,0,0.111
1-2より,.200,40,40,8,0,0,1,20,0,0,0,0,0.2
2-2より,.154,27,26,4,1,0,0,9,0,1,0,0,0.185
3-2より,.143,12,7,1,0,0,0,4,5,0,0,0,0.5
