条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.333,6,3,1,1,0,0,0,0,1,2,0,0.5
1-0より,.500,6,6,3,0,0,1,0,0,0,0,0,0.5
2-0より,.333,3,3,1,0,0,0,0,0,0,0,0,0.333
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.333,6,6,2,0,0,0,0,0,0,0,0,0.333
1-1より,.333,6,6,2,0,0,0,0,0,0,0,0,0.333
2-1より,.000,1,1,0,0,0,0,0,0,0,0,0,0.0
3-1より,.333,5,3,1,0,0,0,0,2,0,0,0,0.6
0-2より,.143,15,14,2,0,0,0,9,0,0,1,0,0.143
1-2より,.179,28,28,5,1,0,0,14,0,0,0,0,0.179
2-2より,.133,16,15,2,0,0,0,7,0,1,0,0,0.188
3-2より,.167,10,6,1,0,0,0,4,4,0,0,0,0.5
