条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.143,9,7,1,0,1,0,0,0,0,2,0,0.143
1-0より,.400,6,5,2,2,0,0,0,0,1,0,0,0.5
2-0より,1.000,1,1,1,0,1,0,0,0,0,0,0,1.0
3-0より,-,3,0,0,0,0,0,0,3,0,0,0,1.0
0-1より,.167,6,6,1,0,0,0,0,0,0,0,0,0.167
1-1より,.333,6,6,2,1,0,0,0,0,0,0,0,0.333
2-1より,.333,3,3,1,1,0,0,0,0,0,0,0,0.333
3-1より,.000,9,3,0,0,0,0,0,6,0,0,0,0.667
0-2より,.250,4,4,1,0,0,0,1,0,0,0,0,0.25
1-2より,.167,12,12,2,0,0,0,4,0,0,0,0,0.167
2-2より,.400,10,10,4,0,0,0,2,0,0,0,0,0.4
3-2より,.111,15,9,1,0,0,0,3,6,0,0,0,0.467
